Key,ShortKey,Source,Row,Module,Field,Role,CN,RU
AvgDialog_10125_Content_43,admQ,avg序章_AvgDialog_C_M.csv,117,AvgDialog,Content,,"你依照训练谨慎地发动银钥匙。
银辉闪烁，精神链接如千缕无形丝线将你和朵尔的感官联系起来。","Следуя выученным инструкциям, ты осторожно активируешь Серебряный ключ.\nМерцает серебристый свет, и духовная связь, словно тысяча невидимых нитей, соединяет твои чувства с чувствами Долл."
AvgDialog_10125_Content_44,admR,avg序章_AvgDialog_C_M.csv,118,AvgDialog,Content,,"仿佛电流接通，“啪”地一声，无数光影讯息传入脑海。
你被强烈的心悸震慑，几乎站立不稳。","Подобно электрическому току, в голове разом проносятся бесчисленные образы.\nТвоё сердце бешенно бьётся, и удержать равновесие оказывается непросто."
AvgDialog_10125_Content_45,admS,avg序章_AvgDialog_C_M.csv,119,AvgDialog,Content,玩家,朵尔，你……,"Долл, ты..."
AvgDialog_10125_Content_46,admT,avg序章_AvgDialog_C_M.csv,120,AvgDialog,Content,朵尔唤醒体,"你来得很及时，守密人。
我和奥吉尔……都已经是强弩之末了。","Ты вовремя, Хранитель.\nЯ и Ожье... уже на пределе."
AvgDialog_10125_Content_47,admU,avg序章_AvgDialog_C_M.csv,121,AvgDialog,Content,玩家,你留在原地休息，我和拉蒙娜参战支援奥吉尔。,"Оставайся здесь и отдыхай. Мы с Рамоной вступим в бой, чтобы помочь Ожье."
AvgDialog_10125_Content_48,admV,avg序章_AvgDialog_C_M.csv,122,AvgDialog,Content,朵尔唤醒体,冷静。就算你的精神能够承受，拉蒙娜的伤势也不适合立即投入战斗。,"Успокойся. Даже если ты в состоянии справиться, раны Рамоны не позволят ей сражаться."
AvgDialog_10125_Content_49,admW,avg序章_AvgDialog_C_M.csv,123,AvgDialog,Content,朵尔唤醒体,那孩子还能坚持一会儿，先跟我来。,"Этот мальчик, Ожье, может продержаться ещё немного. Следуй за мной."
AvgDialog_10135_Content_1,adpd,avg序章_AvgDialog_C_M.csv,124,AvgDialog,Content,奥吉尔,小心，别靠近！我的盾要撑不住了！,"Осторожно, не подходите! Мой щит больше не выдержит!"
AvgDialog_10135_Content_2,adpm,avg序章_AvgDialog_C_M.csv,125,AvgDialog,Content,,只听“咣”地一声，萝坦的双剑再次击碎了黑色粘液凝固成的巨盾。,"С громким «бум» парные мечи Лотан снова разбивают гигантский щит, созданный из затвердевшей чёрной слизи."
AvgDialog_10135_Content_3,adpn,avg序章_AvgDialog_C_M.csv,126,AvgDialog,Content,萝坦,不够看不够看！掀起狂浪吧！给我一场酣畅淋漓的战斗吧！,Этого недостаточно! Дай волю ярости! Подари мне по-настоящему захватывающую битву!
AvgDialog_10135_Content_4,adpo,avg序章_AvgDialog_C_M.csv,127,AvgDialog,Content,,名为萝坦的唤醒体挥舞着双刀，一次又一次地袭向奥吉尔，那威力昭示着无情的现实——她已经彻底失控了。,"Пробуждённая Лотан размахивает парными клинками, снова и снова атакуя Ожье. Сила её ударов обнажает безжалостную реальность: она полностью потеряла контроль."
AvgDialog_10135_Content_5,adpp,avg序章_AvgDialog_C_M.csv,128,AvgDialog,Content,拉蒙娜战损版,看这情形，我们只能……,В сложившейся ситуации мы можем только...
AvgDialog_10135_Content_6,adpq,avg序章_AvgDialog_C_M.csv,129,AvgDialog,Content,玩家,拉蒙娜，帮我压制萝坦！,"Рамона, помоги мне усмирить Лотан!"
AvgDialog_10135_Content_7,adpr,avg序章_AvgDialog_C_M.csv,130,AvgDialog,Content,拉蒙娜战损版,你不会是要……,Ты же не собираешься...
AvgDialog_10135_Content_8,adps,avg序章_AvgDialog_C_M.csv,131,AvgDialog,Content,玩家,我去链接她！,Я установлю связь с ней!
AvgDialog_10135_Content_9,adpt,avg序章_AvgDialog_C_M.csv,132,AvgDialog,Content,拉蒙娜战损版,别开玩笑了，唤醒体的失控会通过链接与调查员高频共振，即使是你也——,"Не говори глупостей. Срыв Пробуждённого будет резонировать через связь, даже с тобой..."
AvgDialog_10135_Content_10,adpe,avg序章_AvgDialog_C_M.csv,133,AvgDialog,Content,,除了我没人能做到这点，你知道的。,"Никто, кроме меня, не справится. Ты же знаешь."
AvgDialog_10135_Content_11,adpf,avg序章_AvgDialog_C_M.csv,134,AvgDialog,Content,玩家,夸我的时候“百年一遇”，真面临危机了就把我当花瓶，这不太合适。,"Меня хвалят, как талант, который появляется раз в столетие, но с наступлением кризиса я вдруг {Male=стал,Female=стала} не более чем украшением? Так не пойдёт."
AvgDialog_10135_Content_12,adpg,avg序章_AvgDialog_C_M.csv,135,AvgDialog,Content,,有些风险总得面对。,С некоторыми рисками приходится мириться.
AvgDialog_10135_Content_13,adph,avg序章_AvgDialog_C_M.csv,136,AvgDialog,Content,玩家,我们别无他法。这里失控的人太多了，不反抗的话，只会被疯狂吞没。,"У нас нет другого выбора. Здесь слишком много сходящих с ума людей; если мы не будем сопротивляться, нас просто поглотит безумие."
AvgDialog_10135_Content_14,adpi,avg序章_AvgDialog_C_M.csv,137,AvgDialog,Content,玩家,"况且，就凭你我二人，根本不可能突破钟楼那边的包围。
我们需要帮助，需要支配唤醒体的力量。","Кроме того, у нас двоих нет шансов прорваться с другой стороны колокольни.\nНам нужна помощь; нам нужно использовать силу Пробуждённых."
AvgDialog_10135_Content_15,adpj,avg序章_AvgDialog_C_M.csv,138,AvgDialog,Content,玩家,拉蒙娜，支援我。,"Рамона, мне нужна твоя помощь."
AvgDialog_10135_Content_16,adpk,avg序章_AvgDialog_C_M.csv,139,AvgDialog,Content,拉蒙娜战损版,既然你执意如此……作为“搭档”，我也没有更多阻止你的理由。,"Раз уж ты настаиваешь... как твой напарник, не стану тебя останавливать."
AvgDialog_10135_Content_17,adpl,avg序章_AvgDialog_C_M.csv,140,AvgDialog,Content,拉蒙娜战损版,拉蒙娜，随时应战！,"Рамона, готова к бою!"
AvgDialog_10129_Content_1,adnq,avg序章_AvgDialog_C_M.csv,141,AvgDialog,Content,朵尔唤醒体,发动银钥匙，%player%。,"Активируй Серебряный ключ, %player%."
AvgDialog_10129_Content_2,adnr,avg序章_AvgDialog_C_M.csv,142,AvgDialog,Content,,银钥匙闪烁，一阵虚幻的景象突然浮现，并渐渐和眼前的现实重合。,"Серебряный ключ сверкает. Внезапно возникает иллюзорное видение, которое постепенно накладывается на реальность перед глазами."
AvgDialog_10129_Content_3,adns,avg序章_AvgDialog_C_M.csv,143,AvgDialog,Content,,眩晕感让思维变得生涩，脑内似有警笛尖鸣，朵尔的声音也开始变得渺远起来……,"Головокружение делает мысли тягучими, в голове словно воет сирена, а голос Долл начинает казаться далёким…"
AvgDialog_10129_Content_4,adnt,avg序章_AvgDialog_C_M.csv,144,AvgDialog,Content,,你竭力镇定心神，从嘈杂琐碎的乱语中分辨朵尔提供的信息。,"Ты изо всех сил пытаешься успокоить разум и среди хаотичного, сбивчивого бормотания различить информацию от Долл."
AvgDialog_10129_Content_5,adnu,avg序章_AvgDialog_C_M.csv,145,AvgDialog,Content,朵尔唤醒体,看见了吗？你眼前的就是密境——一个由<Yellow:幻梦维度>和<Yellow:现实维度>共同构成的特殊区域。,"Видишь? Перед тобой та самая особая Область, совместно образованная <Yellow:Измерением грёз> и <Yellow:Реальным измерением>."
AvgDialog_10129_Content_6,adnv,avg序章_AvgDialog_C_M.csv,146,AvgDialog,Content,朵尔唤醒体,弥萨格在密境中投射了一部分<Blue:联络点>，以稳定调查员趋于疯狂的心智，为唤醒体弥合伤口。,"Мисаг проецирует в Область часть <Blue:пунктов связи>, чтобы стабилизировать сходящих с ума исследователей и залечивать раны пробуждённых."
AvgDialog_10129_Content_7,adnw,avg序章_AvgDialog_C_M.csv,147,AvgDialog,Content,朵尔唤醒体,然而，人为干预在密境里效果有限，我们无法保证<Blue:联络点>出现的位置，一切还要依靠你的随机应变。,"Однако искусственное вмешательство в Область ограничено, мы не можем гарантировать, где именно появится <Blue:пункт связи>. Так что всё зависит от твоих способностей."
AvgDialog_10129_Content_8,adnx,avg序章_AvgDialog_C_M.csv,148,AvgDialog,Content,朵尔唤醒体,现在，就去最近的<Blue:联络点>，帮拉蒙娜治愈伤口吧。,А теперь отправляйся к ближайшему <Blue:пункту связи> и помоги Рамоне залечить раны.
AvgDialog_10121_Content_1,adlg,avg序章_AvgDialog_C_M.csv,149,AvgDialog,Content,拉蒙娜战损版,<Yellow:银芯>？没想到在这里……,"<Yellow:Серебро>? Не {Male=ожидал,Female=ожидала} наткнуться на него здесь..."
AvgDialog_10121_Content_2,adlh,avg序章_AvgDialog_C_M.csv,150,AvgDialog,Content,拉蒙娜战损版,"制造银钥匙，链接唤醒体，提供精神能源……
弥萨格的一切活动都与<Yellow:银芯>息息相关。","Создание Серебряных ключей, связь с Пробуждёнными, обеспечение духовной энергией... Вся деятельность Мисага неразрывно связана с <Yellow:серебром>."
AvgDialog_10121_Content_3,adli,avg序章_AvgDialog_C_M.csv,151,AvgDialog,Content,拉蒙娜战损版,"哪怕是极微量的<Yellow:银芯>，对弥萨格的研究也有着超乎寻常的价值。
尽量把它们都收集起来吧。",Даже ничтожно малое количество <Yellow:серебра> обладает для исследований Мисага необычайной ценностью. Постарайся собрать как можно больше.
AvgDialog_10137_Content_1,adpw,avg序章_AvgDialog_C_M.csv,152,AvgDialog,Content,萝坦,你们阻拦不了我！……无耻的人类……,Вам не остановить меня!.. Бессовестные людишки...
AvgDialog_10137_Content_2,adpx,avg序章_AvgDialog_C_M.csv,153,AvgDialog,Content,,你触摸着刚刚获得的银钥匙，微弱的震动传来，催促你完成与萝坦的共鸣。,"Ты прикасаешься к только что обретённому Серебряному ключу. Слабая вибрация возвещает, что пора резонировать с Лотан."
AvgDialog_10137_Content_4,adpz,avg序章_AvgDialog_C_M.csv,155,AvgDialog,Content,萝坦,<Shake:早知如此……绝不与你们定下约定……>,<Shake:Знала бы заранее… ни за что бы не заключила с вами договор…>
AvgDialog_10137_Content_5,adpA,avg序章_AvgDialog_C_M.csv,156,AvgDialog,Content,,拉蒙娜走近萝坦，向她伸出手。,Рамона приближается к Лотан и протягивает ей руку.
AvgDialog_10137_Content_6,adpB,avg序章_AvgDialog_C_M.csv,157,AvgDialog,Content,拉蒙娜战损版,我知道，当年你被唤醒时，弥萨格曾许诺你，会与你一起战斗……战斗至这个星球的末日。,"Я знаю, когда тебя пробудили, Мисаг обещал, что будет сражаться с тобой плечом к плечу… бороться до последнего дня этой планеты."
AvgDialog_10137_Content_7,adpC,avg序章_AvgDialog_C_M.csv,158,AvgDialog,Content,拉蒙娜战损版,我们从未打算过违背约定，这个三百年，下一个三百年，我们都将为此负重前行。,"Мы никогда не намеревались нарушать договорённость. Мы несли это бремя триста лет, и будем делать это и следующие три сотни, двигаясь вперёд."
AvgDialog_10137_Content_8,adpD,avg序章_AvgDialog_C_M.csv,159,AvgDialog,Content,拉蒙娜战损版,萝坦，你期待的酣畅淋漓的战斗，近在眼前。,"Лотан, долгожданная тобой полная напряжения битва совсем рядом."
AvgDialog_10132_Content_1,adoc,avg序章_AvgDialog_C_M.csv,160,AvgDialog,Content,萝坦,呵，就凭你们，也想毁灭这颗星球？,"Ха, и вы, ничтожные, хотите уничтожить эту планету?"
AvgDialog_10132_Content_2,adod,avg序章_AvgDialog_C_M.csv,161,AvgDialog,Content,萝坦,还远远不够！无论还有多少，统统放马过来吧！,"Этого совсем не достаточно! Приводите всех остальных, сколько бы их ни было!"
AvgDialog_10131_Content_1,adnV,avg序章_AvgDialog_C_M.csv,162,AvgDialog,Content,朵尔唤醒体,现在，我和奥吉尔也出战。,Теперь я и Ожье тоже вступаем в бой.
AvgDialog_10131_Content_2,adnW,avg序章_AvgDialog_C_M.csv,163,AvgDialog,Content,玩家,我能通过链接感受到，你和奥吉尔的状况还不足以……,"Я чувствую через связь, что ваше с Ожье состояние ещё не позволяет…"
AvgDialog_10131_Content_3,adnX,avg序章_AvgDialog_C_M.csv,164,AvgDialog,Content,奥吉尔,"没关系的，守密人。
骑士就是为了守护大家而存在的，奥吉尔可以撑住！","Ничего страшного, Хранитель. Рыцарь существует, чтобы защищать, я выдержу!"
AvgDialog_10131_Content_4,adnY,avg序章_AvgDialog_C_M.csv,165,AvgDialog,Content,朵尔唤醒体,不必担心，现在有你来稳定心神，我们不会失控，可以最大限度地利用狂气。,"Не беспокойся, теперь, когда ты стабилизируешь наше сознание, мы не выйдем из-под контроля и сможем максимально использовать Алиемус."
AvgDialog_10131_Content_5,adnZ,avg序章_AvgDialog_C_M.csv,166,AvgDialog,Content,朵尔唤醒体,只要积攒足够的狂气，我就能恢复状态。,"Как только его накопится достаточно, и я восстановлю силы."
AvgDialog_10131_Content_6,adoa,avg序章_AvgDialog_C_M.csv,167,AvgDialog,Content,朵尔唤醒体,"别再犹豫了，守密人。
接下来能否突破围堵，就看你的指挥了。","Хватит колебаться, Хранитель. Удастся ли прорвать окружение дальше — зависит только от твоего командования."
AvgDialog_10131_Content_7,adob,avg序章_AvgDialog_C_M.csv,168,AvgDialog,Content,萝坦,就让我来见证一下吧——弥萨格的未来，究竟寄托在了怎样的指挥上。,"Позволь же мне узреть, на какой талант возложено будущее Мисага."
AvgDialog_10123_Content_1,adll,avg序章_AvgDialog_C_M.csv,169,AvgDialog,Content,,你们穿过钟楼下的小门，进入一处隐蔽的封闭通道。,Вы проходите через маленькую дверь под колокольней и попадаете в скрытый коридор.
AvgDialog_10123_Content_2,adlw,avg序章_AvgDialog_C_M.csv,170,AvgDialog,Content,,朵尔在前方引路，脚步敲击在金属路面，发出空洞的回响。,"Долл идёт впереди, и звук её шагов по металлическому полу эхом разносится в пространстве."
AvgDialog_10123_Content_3,adlH,avg序章_AvgDialog_C_M.csv,171,AvgDialog,Content,奥吉尔,我还是第一次知道，钟楼下还有这样的密道……,"Я впервые узнаю, что под колокольней есть тайный ход…"
AvgDialog_10123_Content_4,adlS,avg序章_AvgDialog_C_M.csv,172,AvgDialog,Content,朵尔唤醒体,"尽人皆知的，我猜就不叫密道了。
通道连接的是<Yellow:黑池>，那是弥萨格的立身之本。","Знай о нём все, он бы перестал быть тайным. Этот коридор ведёт к <Yellow:Чёрному пруду> — основе существования Мисага."
AvgDialog_10123_Content_5,adlZ,avg序章_AvgDialog_C_M.csv,173,AvgDialog,Content,朵尔唤醒体,如果没有黑池底的被称为<Yellow:核>的<Yellow:巨型银芯>，仅靠孱弱的人类精神来维持唤醒体现世，弥萨格的唤醒体技术不知道要比现在落后几十年。,"Если бы не покоящееся на дне Чёрного пруда <Yellow:гигантское серебряное ядро>, называемое <Yellow:Сердцевиной>, технология Пробуждённых Мисага отставала бы от нынешней на десятки лет. Слабого человеческого духа для этого недостаточно."
AvgDialog_10123_Content_6,adma,avg序章_AvgDialog_C_M.csv,174,AvgDialog,Content,奥吉尔,所以不允许未链接唤醒体离开弥萨格，也是担心我们会陷入疯狂吗？,"Получается, что запрет на выход из Мисага для Пробуждённых, не имеющих связи, тоже связан с риском потери рассудка?"
AvgDialog_10123_Content_7,admb,avg序章_AvgDialog_C_M.csv,175,AvgDialog,Content,朵尔唤醒体,"那倒不完全是。
如果每个唤醒体都像你一样省心就好了，奥吉尔。","Не совсем. Были бы все Пробуждённые такими же беспроблемными как ты, Ожье."
AvgDialog_10123_Content_8,admc,avg序章_AvgDialog_C_M.csv,176,AvgDialog,Content,朵尔唤醒体,好了，我们到了。,"Ну вот, мы пришли."
AvgDialog_10123_Content_9,admd,avg序章_AvgDialog_C_M.csv,177,AvgDialog,Content,,"说着，朵尔按下了通道侧面一个不显眼的按钮。
叮的一声，门洞敞开，你们迈入光线幽暗的狭小空间。","С этими словами Долл нажимает неприметную кнопку на стене. Раздаётся звон, распахивается дверь, и вы ступаете в тесное, залитое тусклым светом помещение."
AvgDialog_10123_Content_10,adlm,avg序章_AvgDialog_C_M.csv,178,AvgDialog,Content,,……,...
AvgDialog_10123_Content_11,adln,avg序章_AvgDialog_C_M.csv,179,AvgDialog,Content,,大门缓缓开启，禁忌之所的景象初次展现在你们眼前。,"Врата медленно открываются, и перед вашими глазами впервые предстаёт вид Области."
AvgDialog_10123_Content_13,adlp,avg序章_AvgDialog_C_M.csv,181,AvgDialog,Content,,祂的下身浸于黑色的泥沼中，那吞噬一切的黑暗衬得祂更加光耀夺目，洁白无瑕。,"Нижняя часть Её тела погружена в чёрное болото, и эта тьма, пожирающая всё вокруг, делает Её ещё более ослепительно лучезарной, безупречно чистой"
AvgDialog_10123_Content_14,adlq,avg序章_AvgDialog_C_M.csv,182,AvgDialog,Content,,恍惚间，你眼前非人的身影，与你在钥冢中出神时看到的年轻女性的轮廓悄然重合。,"В минутном забытьи нечеловеческий силуэт перед тобой таинственно совпадает с очертаниями молодой женщины, которые ты {Male=видел,Female=видела} в оцепенении на Кургане ключей."
AvgDialog_10123_Content_15,adlr,avg序章_AvgDialog_C_M.csv,183,AvgDialog,Content,,祂没有面孔，你却从祂伫立的身姿中读出了某种悲悯。,"У Неё нет лица, но в Её неподвижной позе тебе видится сострадание."
AvgDialog_10123_Content_16,adls,avg序章_AvgDialog_C_M.csv,184,AvgDialog,Content,,至高、至洁、至善、至美。,"Всевышний, чистейший, всеблагой, совершеннейший."
AvgDialog_10123_Content_17,adlt,avg序章_AvgDialog_C_M.csv,185,AvgDialog,Content,塔薇,<Shake:你……来了……>,"<Shake:Ты... {Male=пришёл,Female=пришла}...>"
AvgDialog_10123_Content_18,adlu,avg序章_AvgDialog_C_M.csv,186,AvgDialog,Content,,白色的怪物发出喑哑的声音，似是嘶吼，又似是悲鸣。,"Белое чудовище издаёт хриплый звук, похожий то ли на рык, то ли на стон."
AvgDialog_10123_Content_19,adlv,avg序章_AvgDialog_C_M.csv,187,AvgDialog,Content,,那绝非人类的语言，你却理解了祂话语中的含义。,"Это определённо не человеческий язык, но ты понимаешь смысл Её слов."
AvgDialog_10123_Content_20,adlx,avg序章_AvgDialog_C_M.csv,188,AvgDialog,Content,,眼前的一切突然变得模糊，你眨了眨眼睛，温热的液体从你脸颊滑过。,"Всё перед глазами внезапно становится расплывчатым, ты моргаешь, и по твоим щекам скользит тёплая влага."
AvgDialog_10123_Content_21,adly,avg序章_AvgDialog_C_M.csv,189,AvgDialog,Content,,那是泪水吗？可是为什么？是什么让你感到胸口发紧，眼眶酸涩？,Это слёзы? Но почему? Отчего у тебя сжимается грудь и щиплет глаза?
AvgDialog_10123_Content_22,adlz,avg序章_AvgDialog_C_M.csv,190,AvgDialog,Content,朵尔唤醒体,……<Yellow:塔薇>？,...<Yellow:Тавиль>?
AvgDialog_10123_Content_23,adlA,avg序章_AvgDialog_C_M.csv,191,AvgDialog,Content,,朵尔口中喃喃出的字句让拉蒙娜神色一变。,"Имя, прошёптанное Долл, заставляет Рамону перемениться в лице."
AvgDialog_10123_Content_24,adlB,avg序章_AvgDialog_C_M.csv,192,AvgDialog,Content,拉蒙娜战损版,塔薇？是创始人之一的那个，唤醒体塔薇吗？,"Тавиль? Одна из основателей, та самая Пробуждённая Тавиль?"
AvgDialog_10123_Content_25,adlC,avg序章_AvgDialog_C_M.csv,193,AvgDialog,Content,,"你也记得。
在<Blue:《弥萨格校史》>中，这个名字和另外两个名字是一同出现的。",Ты тоже помнишь. В <Blue:«истории университета Мисаг»> это имя появляется вместе с двумя другими.
AvgDialog_10123_Content_26,adlD,avg序章_AvgDialog_C_M.csv,194,AvgDialog,Content,,洪积90年，<Blue:华德·菲利普斯>，<Blue:刻拉尔克什>和<Blue:塔薇>成立了<Blue:弥萨格学院（Mythag College）>。,"В 90 год Дилювия <Blue:Говард Филлипс>, <Blue:Кларкаш> и <Blue:Тавиль> основали <Blue:колледж Мисаг>."
AvgDialog_10123_Content_27,adlE,avg序章_AvgDialog_C_M.csv,195,AvgDialog,Content,,那正是你现在所在的，<Blue:弥萨格大学（Mythag University）>的前身。,"Это и есть предшественник <Blue:университета Мисаг>, где ты сейчас находишься."
AvgDialog_10123_Content_28,adlF,avg序章_AvgDialog_C_M.csv,196,AvgDialog,Content,朵尔唤醒体,守密人。,Хранитель.
AvgDialog_10123_Content_29,adlG,avg序章_AvgDialog_C_M.csv,197,AvgDialog,Content,玩家,我在。,Я здесь.
AvgDialog_10123_Content_30,adlI,avg序章_AvgDialog_C_M.csv,198,AvgDialog,Content,朵尔唤醒体,你现在能站在这里，而不是被塔薇驱逐出去，就说明你的命运已经与弥萨格的未来紧紧相连了。,"То, что ты сейчас стоишь здесь, а не {Male=был изгнан,Female=была изгнана} Тавиль, означает, что твоя судьба накрепко связана с будущим Мисага."
AvgDialog_10123_Content_31,adlJ,avg序章_AvgDialog_C_M.csv,199,AvgDialog,Content,朵尔唤醒体,所以，你有资格听我接下来说的信息。,Поэтому ты имеешь право услышать следующую информацию.
AvgDialog_10123_Content_32,adlK,avg序章_AvgDialog_C_M.csv,200,AvgDialog,Content,朵尔唤醒体,"这是弥萨格大学隐藏最深的秘密。
塔薇——这位弥萨格大学创始人——既非人类，也不是唤醒体。","Это — глубочайшая тайна университета. Тавиль, одна из трёх основателей, не является ни человеком, ни Пробуждённой."
AvgDialog_10123_Content_33,adlL,avg序章_AvgDialog_C_M.csv,201,AvgDialog,Content,朵尔唤醒体,祂是来自其他维度的生物，最初出现时，只是初代校长菲利普斯聆听到的一缕絮语。,"Она — существо из иного измерения. Когда она впервые появилась, это был лишь шёпот, который услышал первый директор Филлипс."
AvgDialog_10123_Content_34,adlM,avg序章_AvgDialog_C_M.csv,202,AvgDialog,Content,朵尔唤醒体,与“塔薇是唤醒体”这个认知恰好相反，提炼银芯、<Yellow:唤醒与上位意志共鸣的亡者>的唤醒体技术，是在塔薇的引导下诞生的。,"Вопреки представлению о том, что «Тавиль — Пробуждённая», технология, заключающаяся в <Yellow:очищении серебряного ядра и пробуждении умерших, резонирующих с высшей волей>, родилась именно под её руководством."
AvgDialog_10123_Content_35,adlN,avg序章_AvgDialog_C_M.csv,203,AvgDialog,Content,朵尔唤醒体,塔薇预言了融蚀的降临和世界毁灭的未来，传递了最初的「真理」，并在弥萨格学院建立后陷入沉睡。,"Тавиль предсказала пришествие Растворения и гибель мира в будущем, передала самую первую «истину», а после основания колледжа Мисаг погрузилась в сон."
AvgDialog_10123_Content_36,adlO,avg序章_AvgDialog_C_M.csv,204,AvgDialog,Content,朵尔唤醒体,根据菲利普斯先生的记载，这是塔薇为了避免「受到注视」，而选择的一种「非存在的」存在方式。,"Согласно записям господина Филлипса, она избрала такое состояние несуществования, чтобы избежать взора."
AvgDialog_10123_Content_37,adlP,avg序章_AvgDialog_C_M.csv,205,AvgDialog,Content,朵尔唤醒体,只有当「变数」出现，祂才会以「苏醒」的方式「重生」——,"И только когда появится «переменная», она «возродится» путём «Пробуждения»—"
AvgDialog_10123_Content_38,adlQ,avg序章_AvgDialog_C_M.csv,206,AvgDialog,Content,拉蒙娜战损版,快看！,Смотри!
AvgDialog_10123_Content_39,adlR,avg序章_AvgDialog_C_M.csv,207,AvgDialog,Content,,仿佛预兆着某种禁忌与灾厄的降临，「塔薇」发出一声刺破耳膜的尖啸。,"Словно предвещая пришествие чего-то запретного и гибельного, Тавиль издаёт пронзительный, раздирающий барабанные перепонки крик."
AvgDialog_10123_Content_40,adlT,avg序章_AvgDialog_C_M.csv,208,AvgDialog,Content,,伴随雏鸟破壳般的颤抖，六扇银色巨型羽翼自祂的身躯向两侧伸展开来。,"С трепетом, похожим на то, как птенец разбивает скорлупу, шесть серебряных гигантских крыльев расправляются по бокам Её тела."
AvgDialog_10123_Content_41,adlU,avg序章_AvgDialog_C_M.csv,209,AvgDialog,Content,,羽翼的末梢不断滴落银色的液滴，淅淅沥沥地落入黑色的池水。,"Серебряные капли непрерывно сбегают по кончикам её перьев, с шорохом падая в непроглядную воду."
AvgDialog_10123_Content_42,adlV,avg序章_AvgDialog_C_M.csv,210,AvgDialog,Content,,银色液体融入黑池的瞬间，池中波纹激荡，漆黑扭曲的融蚀体纷纷涌出。,"В тот миг, когда капающая с крыльев жидкость касается Чёрного пруда, по его воде пробегает рябь, и из глубин чёрного омута вздымаются существа Растворения."
AvgDialog_10123_Content_43,adlW,avg序章_AvgDialog_C_M.csv,211,AvgDialog,Content,,畸形的怪物无视物理规律冲出黑池，有些向你们扑来，有些向钟楼外的广场而去。,"Уродливые монстры, игнорируя законы физики, вырываются из Чёрного пруда: некоторые бросаются на вас, некоторые — на площадь за пределами колокольни."
AvgDialog_10123_Content_44,adlX,avg序章_AvgDialog_C_M.csv,212,AvgDialog,Content,塔薇,<Shake:终于……找到……你……了……>,<Shake:Наконец... нашла... тебя...>
AvgDialog_10123_Content_45,adlY,avg序章_AvgDialog_C_M.csv,213,AvgDialog,Content,朵尔唤醒体,阻止祂！只有让祂停下，才能切断怪物的源头！,"Остановите Её! Только заставив Её замереть, можно остановить появление новых чудищ!"
AvgDialog_10133_Content_1,adoe,avg序章_AvgDialog_C_M.csv,214,AvgDialog,Content,拉蒙娜战损版,结束……了……吗……？,Всё... кончено?..
AvgDialog_10133_Content_2,adop,avg序章_AvgDialog_C_M.csv,215,AvgDialog,Content,,「塔薇」仍静立原地，只是姿态已不似之前从容。,"«Тавиль» по-прежнему неподвижно стоит на месте, но её поза уже не столь безмятежна, как прежде."
AvgDialog_10133_Content_3,adoA,avg序章_AvgDialog_C_M.csv,216,AvgDialog,Content,,在其他所有人反应过来之前，祂猛然张开银色的羽翼，向拉蒙娜扑去。,"Не успевают остальные опомниться, как Она внезапно распахивает крылья и бросается на Рамону."
AvgDialog_10133_Content_4,adoL,avg序章_AvgDialog_C_M.csv,217,AvgDialog,Content,,时间像是凝固了,Время словно застывает.
AvgDialog_10133_Content_5,adoV,avg序章_AvgDialog_C_M.csv,218,AvgDialog,Content,,你爆发出能够达到的最快速度，勉强挡在了拉蒙娜的面前。,"Ты, развив максимально возможную скорость, едва успеваешь встать перед Рамоной."
AvgDialog_10133_Content_6,adoW,avg序章_AvgDialog_C_M.csv,219,AvgDialog,Content,,白色的怪物直视着你。,Белое чудище всматривается в тебя.
AvgDialog_10133_Content_7,adoX,avg序章_AvgDialog_C_M.csv,220,AvgDialog,Content,,用它那没有面孔的苍白身躯，静静地凝视着你。,"Бледное, безликое тело взирает в молчании."
AvgDialog_10133_Content_9,adoZ,avg序章_AvgDialog_C_M.csv,222,AvgDialog,Content,,在你面前出现的，是神情淡漠的女性面庞。,"В поле зрения вдруг возникает женское лицо, лишённое всякого выражения."
AvgDialog_10133_Content_10,adof,avg序章_AvgDialog_C_M.csv,223,AvgDialog,Content,,她伸出手来，轻轻点了点你胸口的银钥匙。,Она протягивает руку и легонько касается Серебряного ключа у тебя на груди.
AvgDialog_10133_Content_11,adog,avg序章_AvgDialog_C_M.csv,224,AvgDialog,Content,,银钥匙闪过回应的微光。,Ключ слабо мерцает в ответ.
AvgDialog_10133_Content_12,adoh,avg序章_AvgDialog_C_M.csv,225,AvgDialog,Content,“塔薇”,你就是变数，是原初也是终末的答案。,"Ты — и есть переменная, ответ, который является одновременно и началом, и концом."
AvgDialog_10133_Content_13,adoi,avg序章_AvgDialog_C_M.csv,226,AvgDialog,Content,“塔薇”,但愿你，是一切的转机……,"Надеюсь, что ты станешь переломным моментом..."
AvgDialog_10133_Content_15,adok,avg序章_AvgDialog_C_M.csv,228,AvgDialog,Content,,洁白的六翼怪物，神情淡漠的女性，四散奔袭的淤泥魔物，扭曲啸叫的唤醒体黑影……,"Белое шестикрылое чудовище, женщина с безучастным лицом, разбегающиеся во все стороны грязевые монстры, искажённые силуэты Пробуждённых, заходящиеся в пронзительном крике…"
AvgDialog_10133_Content_16,adol,avg序章_AvgDialog_C_M.csv,229,AvgDialog,Content,,全都化成了一滩黑水，随后消失不见。,Один за другим они обращаются обратно чёрной жидкостью и исчезают в водах Пруда.
