Key,ShortKey,Source,Row,Module,Field,Role,CN,VN
Item_9783_Desc,aGhD,d道具_Item_A.csv,69,Item,Desc,,天生佩戴王冠之人，难以理解竞逐者的热衷。\n沉重的冠冕。用以提升唤醒体技能等级。,Kẻ sinh ra với vương miện khó có thể hiểu được khát khao của những kẻ thèm muốn tranh giành. \nLà một chiếc vương miện nhỏ nặng nề. Dùng để nâng cao cấp độ kỹ năng Thể Thức Tỉnh.
Item_9782_Name,aGhB,d道具_Item_A.csv,70,Item,Name,,母树遗骸,Di Cốt Của Cây Mẹ
Item_9782_Desc,aGhz,d道具_Item_A.csv,70,Item,Desc,,一截树的遗骨，时至今日，或可象征亚兰文明的残骸。\n丰穰母树折断的枝桠。用于提升唤醒体技能等级。,Một đoạn xương của cây. Và chỉ một đoạn tàn dư này mà người ta có thể hình dung ra cả một nền văn minh người Aram. \nMột chiếc cành bị gãy từ Cây Mẹ. Dùng để nâng cao cấp độ kỹ năng của Thể Thức Tỉnh.
Item_9785_Name,aGhN,d道具_Item_A.csv,71,Item,Name,,梦呓捕手,Lưới Bắt Mộng
Item_9785_Desc,aGhL,d道具_Item_A.csv,71,Item,Desc,,象征着不详的捕梦网，传说能够链接通向永恒的大门。\n提灯教会用来捕捉神明梦中呓语的工具。用于提升唤醒体技能等级。,"Là một chiếc bẫy những giấc mơ, là điềm dữ. Truyền thuyết cho rằng nó là chìa khóa dẫn đến cánh cửa của sự vĩnh hằng. \n Là công cụ của Giáo Hội Minh Quang dùng để bắt giữ những lời sấm truyền trong giấc mơ. Dùng để nâng cao cấp độ kỹ năng Thể Thức Tỉnh."
Item_9966_Name,aGut,d道具_Item_A.csv,73,Item,Name,,拟态凝晶,Pha Lê Mô Phỏng
Item_9966_Desc,aGur,d道具_Item_A.csv,73,Item,Desc,,不要小看这一颗冰冰凉的眼泪——它能创造世界。\n泪滴状的液态晶体，可用于合成「超验存在」中的掉落物。,"Đừng coi thường giọt pha lê lạnh giá này. Một giọt của thứ chất lỏng này có thể cấu thành nên cả một thế giới.\nPha lê dạng giọt nước, có thể sử dụng để Chế Tạo những vật liệu nâng cao cấp độ kỹ năng Thể Thức Tỉnh."
Item_9676_Name,aFZF,d道具_Item_A.csv,74,Item,Name,,贤石碎屑,Mảnh Đá Đỏ
Item_9676_Desc,aFZD,d道具_Item_A.csv,74,Item,Desc,,一百二十分之一的奇迹。\n暗红色的宝石碎屑，可用于合成贤者之石。,"Một phép màu chỉ có thể tạo ra với tỉ lệ dưới 0.0833%. \nMảnh đá vụn ánh đỏ sẫm, dùng để chế tạo Đá Triết Gia."
Item_9543_Name,aFPN,d道具_Item_A.csv,75,Item,Name,,贤者之石,Đá Triết Gia
Item_9543_Desc,aFPL,d道具_Item_A.csv,75,Item,Desc,,无数战争因它而起。\n被称作「第五元素」的红色晶体，其炼造方式早已失传。\n通用的唤醒体技能提升材料。,"Vô số cuộc chiến đã nổ ra vì nó.\n Là thứ tinh thể được gọi là ""Nguyên Tố Thứ Năm"". Giờ đây chẳng còn ai biết cách chính xác để chế tạo nó nữa cả. \n Vật liệu cần thiết để tăng cường kĩ năng của các Thể Thức Tỉnh lên mức tối đa."
Item_9619_Name,aFVp,d道具_Item_A.csv,76,Item,Name,,千面印章,Dấu Ấn Vạn Diện
Item_9619_Desc,aFVn,d道具_Item_A.csv,76,Item,Desc,,符号、文字、记忆……它将篡改一切。\n用于密契升级和转录，密契升级可以提升密契的主属性，密契转录会使密契随机获得副属性。,"Bất kể là những biểu tượng, dòng chữ hay ký ức,… nó sẽ thay đổi tất cả. \nDùng cho việc nâng cấp Khế Ước và Hoàn Ký. Khế Ước khi được nâng cấp sẽ tăng thuộc tính chính. Khi Hoàn Ký sẽ nhận được ngẫu nhiên thuộc tính phụ với cấp độ khác nhau."
Item_9522_Name,aFOh,d道具_Item_A.csv,77,Item,Name,,追念羽笔,Bút Lông Hoài Cổ
Item_9522_Desc,aFOf,d道具_Item_A.csv,77,Item,Desc,,用于密契转录时锁定两个副属性，也可以在材料置换中置换为密契残本。\n\n直到今天，它依然眷念着笔下的轨迹。,"Dùng để khóa tối đa hai thuộc tính phụ khi Hoàn Ký, ngoài ra cũng thể dùng để đổi lại thành tàn dư của những Khế Ước. \nCho đến tận bây giờ, ngòi bút vẫn còn vương vấn những nét mực uốn lượn ngày xưa."
Item_9791_Name,aGil,d道具_Item_A.csv,84,Item,Name,,循环母版,Vòng Lặp Luân Mệnh
Item_9791_Desc,aGij,d道具_Item_A.csv,84,Item,Desc,,每个命轮都渴望回归，亦或是新生。\n被记载于教科书内的轨迹规律。用以进行命轮叠位。,Mỗi Luân Mệnh đều khao khát được trở về hoặc được tía sinh. \nQuỹ đạo quy luật của chúng đã được ghi chép trong sách giáo khoa. Đây là thứ sẽ được dùng để đột phá Luân Mệnh bởi khả năng mô phỏng lại những Luân Mệnh khác.
Item_9597_Name,aFTJ,d道具_Item_A.csv,85,Item,Name,,原型视界,Nguyên Mẫu Vạn Năng
Item_9597_Desc,aFTH,d道具_Item_A.csv,85,Item,Desc,,请勿以手触碰。\n封装在特制培养皿内的珍惜灵识。可从中选择1个已解锁SSR角色的唤醒体残片。,Không được chạm tay vào.\n Bên trong là một nhận thức linh tri được bảo quản cẩn thận trong đĩa kính. Có thể dùng để chọn một Mảnh Khai Trí của một Thể Thức Tỉnh SSR đã mở khóa.
Item_21775_Name,aCSd,d道具_Item_A.csv,86,Item,Name,,原质乐园,Hiệu Triệu Cơ Bản
Item_21775_Desc,aCSb,d道具_Item_A.csv,86,Item,Desc,,它们的肉体、灵识和记忆都被封装于此，直到被唤醒的那一刻。\n可从中选择1个「界域研习」中的以下唤醒体唤醒：\n诺缔拉、宁菲亚、潘狄娅、艾尔瓦、珈伦；戈利亚、法洛思、凯刻斯、珊、希莱斯特；希洛、阿格里帕、尤乌哈希、雷娅、菲茵特；莉兹、汀克特、温柯尔、詹金、卡茜亚。,"Thân thể, linh hồn và ký ức của chúng đều được phong ấn ở bên trong. Cho đến khoảnh khắc ấy, chúng sẽ được sống lại. \n Có thể chọn một trong các Thể Thức Tỉnh sau đây, vốn có ở phần ""Nghiên Cứu Giới Vực"": \nNautila, Nymphaea, Pandia, Alva, Karen; Goliath, Faros, Caecus, Sâng, Celeste; Helot,Agrippa, Uvhash, Leigh, Faint; Liz, Tinct, Winkle, Jenkin, Casiah."
Item_21898_Name,aCSl,d道具_Item_A.csv,87,Item,Name,,轮转之书,Sách Luân Mệnh
Item_21898_Desc,aCSj,d道具_Item_A.csv,87,Item,Desc,,记载了珍稀命轮的神秘古籍。\n可从中选择1个「轮转之相」中的以下SSR命轮获得：\n记忆螺旋、腐朽赠礼、欲海浮沉、坚韧意志、无声欢宴；巨人之刃、于暴雨之中、伤痛之鳍、珊瑚女之死、引舵之帆；挣脱锁链之日、苍白后裔、血肉狂宴、饕餮寓言、吞噬摇篮曲；旋转，旋转、被缚的歌谣、无法完成的演算、迷失的道路、快乐魔法秀。,"Là cuốn sách với những ghi chếp cổ đại về Luân Mệnh.\n Có thể chọn một trong các Luân Mệnh SSR thuộc ""Luân Chuyển Dòng Mệnh"": \n Vòng Xoáy Ký Ức, Món Quà Úa Tàn, Lạc Trôi Trong Dục Vọng, Ý Chí Bất Khuất, Yến Tiệc Lặng Yên; Thanh Kiếm Khổng Lồ, Giữa Tâm Bão Táp, Vảy Cá Đau Thương, Cái Chết Của San Hô Ngọc Nữ, Cánh Buồm Bảo Hộ; Đập Tan Gông Xích, Hậu Duệ Bạch Tạng, Đại Tiệc Đẫm Máu, Ngụ Ngôn Về Kẻ Phàm Ăn, Kẻ Nuốt Chửng Lời Ru; Fouetté, Họa Mi Trong Lồng Sắt, Biến Số Không Xác Định, Con Đường Lạc Lối, Buổi Diễn Ảo Thuật Vui Vẻ."
Item_95513_Name,bzTJ,d道具_Item_A.csv,88,Item,Name,,原质捕获·忘却篇,Lọ Chứa Linh Thức: Hồi Ức Lãng Quên
Item_95513_Desc,bzTI,d道具_Item_A.csv,88,Item,Desc,,将唤醒设备于精神维度中的锚点定位删除，仅用精神链接装置进行原质捕获，即可引起一刹那未知的共振。\n可从中免费唤醒1个「忘却篇」中的随机限定唤醒体。,"Thi triển liên kết tinh thần nhằm lôi kéo Thể Thức Tỉnh đang ngủ yên ở trong chiều không gian linh thức, sẽ có hiện tượng cộng chấn trong một khoản khắc.\n Nhận miễn phí một Thể Thức Tỉnh ngẫu nhiên trong phần ""Hồi Ức Lãng Quên""."
Item_95517_Name,bzTR,d道具_Item_A.csv,89,Item,Name,,宿命定格·忘却篇,Sách Luân Mệnh: Hồi Ức Lãng Quên
Item_95517_Desc,bzTQ,d道具_Item_A.csv,89,Item,Desc,,记载了这个宇宙中无数命运缩影的神秘古籍。\n可从中免费获得1个「忘却篇」中的随机限定命轮。,"Một cuốn bí thư ghi chép về tất cả mảnh ghép vận mệnh trong vũ trụ này.\nSử dụng để nhận miễn phí 1 Luân Mệnh ngẫu nhiên thuộc ""Hồi Ức Lãng Quên""."
Item_95515_Name,bzTN,d道具_Item_A.csv,90,Item,Name,,超维映射·忘却篇,Siêu Chiều Hiệu Triệu: Hồi Ức Lãng Quên
Item_95515_Desc,bzTM,d道具_Item_A.csv,90,Item,Desc,,于你熟悉的世界中，定向到超维界域进行唤醒的原质捕获技术。 \n可从中选择1个「忘却篇」中的「超维」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Siêu Chiều để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Siêu Chiều thuộc ""Hồi Ức Lãng Quên"". "
Item_95512_Name,bzTH,d道具_Item_A.csv,91,Item,Name,,血肉诞临·忘却篇,Huyết Nhục Hiệu Triệu: Hồi Ức Lãng Quên
Item_95512_Desc,bzTG,d道具_Item_A.csv,91,Item,Desc,,于你熟悉的世界中，定向到血肉界域进行唤醒的原质捕获技术。 \n可从中选择1个「忘却篇」中的「血肉」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Huyết Nhục để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Huyết Nhục thuộc ""Hồi Ức Lãng Quên"". "
Item_95519_Name,bzTV,d道具_Item_A.csv,92,Item,Name,,深海迷影·忘却篇,Hải Vực Hiệu Triệu: Hồi Ức Lãng Quên
Item_95519_Desc,bzTU,d道具_Item_A.csv,92,Item,Desc,,于你熟悉的世界中，定向到深海界域进行唤醒的原质捕获技术。 \n可从中选择1个「忘却篇」中的「深海」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Hải Vực để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Hải Vực thuộc ""Hồi Ức Lãng Quên"". "
Item_95511_Name,bzTF,d道具_Item_A.csv,93,Item,Name,,混沌回声·忘却篇,Hỗn Mang Hiệu Triệu
Item_95511_Desc,bzTE,d道具_Item_A.csv,93,Item,Desc,,于你熟悉的世界中，定向到混沌界域进行唤醒的原质捕获技术。 \n可从中选择1个「忘却篇」中的「混沌」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Hỗn Mang để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Hỗn Mang thuộc ""Hồi Ức Lãng Quên"". "
Item_95514_Name,bzTL,d道具_Item_A.csv,94,Item,Name,,超维预言·忘却篇,Siêu Chiều Tiên Liệu: Hồi Ức Lãng Quên
Item_95514_Desc,bzTK,d道具_Item_A.csv,94,Item,Desc,,记载了来自奇异维度的预言的神秘古籍。\n可从中选择1个「忘却篇」中的「超维」界域中的限定命轮免费获得。,"Là một bí thư ghi chép những lời tiên tri đến từ chiều không gian kỳ lạ. \nCó thể chọn miễn phí một Luân Mệnh giới hạn cõi Siêu Chiều thuộc ""Hồi Ức Lãng Quên""."
Item_95518_Name,bzTT,d道具_Item_A.csv,95,Item,Name,,血肉密语·忘却篇,Huyết Nhục Tiên Liệu: Hồi Ức Lãng Quên
Item_95518_Desc,bzTS,d道具_Item_A.csv,95,Item,Desc,,记载了书写于血肉皮肤的密语的神秘古籍。\n可从中选择1个「忘却篇」中的「血肉」界域中的限定命轮免费获得。,"Là một cổ thư huyền bí ghi chép lại những mật ngữ được khắc ghi trên làn da máu thịt .\nCó thể chọn miễn phí 1 Luân Mệnh giới hạn cõi Huyết Nhục thuộc ""Hồi Ức Lãng Quên""."
Item_95510_Name,bzTD,d道具_Item_A.csv,96,Item,Name,,深海秘典·忘却篇,Hải Vực Tiên Liệu: Hồi Ức Lãng Quên
Item_95510_Desc,bzTC,d道具_Item_A.csv,96,Item,Desc,,记载了深海中亘古流传的秘闻的神秘古籍。\n可从中选择1个「忘却篇」中的「深海」界域中的限定命轮免费获得。,"Là một cổ thư ghi chép lại những văn bản huyền bí được lưu truyền dưới đáy biển sâu.\nCó thể chọn miễn phí 1 Luân Mệnh giới hạn cõi Hải Vực thuộc ""Hồi Ức Lãng Quên""."
Item_95516_Name,bzTP,d道具_Item_A.csv,97,Item,Name,,混沌实验·忘却篇,Hỗn Mang Tiên Liệu
Item_95516_Desc,bzTO,d道具_Item_A.csv,97,Item,Desc,,记载了在混沌空间进行的绝密实验的神秘古籍。\n可从中选择1个「忘却篇」中的「混沌」界域中的限定命轮免费获得。,"Là một bí thư ghi chép về những thí nghiệm tuyệt mật được lưu lại trong không gian Hỗn Mang.\nCó thể chọn miễn phí 1 Luân Mệnh giới hạn cõi Hỗn Mang thuộc ""Hồi Ức Lãng Quên""."
Item_119151_Name,bJxm,d道具_Item_A.csv,98,Item,Name,,原质捕获·星辰篇,Lọ Chứa Linh Thức: Thiên Ngự
Item_119151_Desc,bJxl,d道具_Item_A.csv,98,Item,Desc,,将唤醒设备于精神维度中的锚点定位删除，仅用精神链接装置进行原质捕获，即可引起一刹那未知的共振。\n可从中免费唤醒1个「星辰篇」中的随机限定唤醒体。,"Thi triển liên kết tinh thần nhằm lôi kéo Thể Thức Tỉnh đang ngủ yên ở trong chiều không gian linh thức, sẽ có hiện tượng cộng chấn trong một khoản khắc.\n Nhận miễn phí một Thể Thức Tỉnh ngẫu nhiên trong phần ""Thiên Ngự""."
Item_119150_Name,bJxk,d道具_Item_A.csv,99,Item,Name,,宿命定格·星辰篇,Sách Luân Mệnh: Thiên Ngự
Item_119150_Desc,bJxj,d道具_Item_A.csv,99,Item,Desc,,记载了这个宇宙中无数命运缩影的神秘古籍。\n可从中免费获得1个「星辰篇」中的随机限定命轮。,"Một cuốn bí thư ghi chép về tất cả mảnh ghép vận mệnh trong vũ trụ này.\nSử dụng để nhận miễn phí 1 Luân Mệnh ngẫu nhiên thuộc ""Thiên Ngự""."
Item_119152_Name,bJxo,d道具_Item_A.csv,100,Item,Name,,超维映射·星辰篇,Siêu Chiều Hiệu Triệu: Thiên Ngự
Item_119152_Desc,bJxn,d道具_Item_A.csv,100,Item,Desc,,于你熟悉的世界中，定向到超维界域进行唤醒的原质捕获技术。 \n可从中选择1个「星辰篇」中的「超维」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Siêu Chiều để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Siêu Chiều thuộc ""Thiên Ngự"". "
Item_119157_Name,bJxy,d道具_Item_A.csv,101,Item,Name,,血肉诞临·星辰篇,Huyết Nhục Hiệu Triệu: Thiên Ngự
Item_119157_Desc,bJxx,d道具_Item_A.csv,101,Item,Desc,,于你熟悉的世界中，定向到血肉界域进行唤醒的原质捕获技术。 \n可从中选择1个「星辰篇」中的「血肉」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Huyết Nhục để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Huyết Nhục thuộc ""Thiên Ngự"". "
Item_119159_Name,bJxC,d道具_Item_A.csv,102,Item,Name,,深海迷影·星辰篇,Hải Vực Hiệu Triệu: Thiên Ngự
Item_119159_Desc,bJxB,d道具_Item_A.csv,102,Item,Desc,,于你熟悉的世界中，定向到深海界域进行唤醒的原质捕获技术。 \n可从中选择1个「星辰篇」中的「深海」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Hải Vực để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Hải Vực thuộc ""Thiên Ngự"". "
Item_119158_Name,bJxA,d道具_Item_A.csv,103,Item,Name,,混沌回声·星辰篇,Hỗn Mang Hiệu Triệu
Item_119158_Desc,bJxz,d道具_Item_A.csv,103,Item,Desc,,于你熟悉的世界中，定向到混沌界域进行唤醒的原质捕获技术。 \n可从中选择1个「星辰篇」中的「混沌」界域限定唤醒体免费唤醒。,"Là một lọ chứa linh thức nhưng được liên kết tới một không gian quen thuộc trong cõi Hỗn Mang để thức tỉnh. \nCó thể chọn 1 Thể Thức Tỉnh Giới Hạn cõi Hỗn Mang thuộc ""Thiên Ngự"". "
Item_119156_Name,bJxw,d道具_Item_A.csv,104,Item,Name,,超维预言·星辰篇,Siêu Chiều Tiên Liệu: Thiên Ngự
Item_119156_Desc,bJxv,d道具_Item_A.csv,104,Item,Desc,,记载了来自奇异维度的预言的神秘古籍。\n可从中选择1个「星辰篇」中的「超维」界域中的限定命轮免费获得。,"Là một bí thư ghi chép những lời tiên tri đến từ chiều không gian kỳ lạ. \nCó thể chọn miễn phí một Luân Mệnh giới hạn cõi Siêu Chiều thuộc ""Thiên Ngự""."
Item_119153_Name,bJxq,d道具_Item_A.csv,105,Item,Name,,血肉密语·星辰篇,Huyết Nhục Tiên Liệu: Thiên Ngự
Item_119153_Desc,bJxp,d道具_Item_A.csv,105,Item,Desc,,记载了书写于血肉皮肤的密语的神秘古籍。\n可从中选择1个「星辰篇」中的「血肉」界域中的限定命轮免费获得。,"Là một cổ thư huyền bí ghi chép lại những mật ngữ được khắc ghi trên làn da máu thịt .\nCó thể chọn miễn phí 1 Luân Mệnh giới hạn cõi Huyết Nhục thuộc ""Thiên Ngự""."
Item_119154_Name,bJxs,d道具_Item_A.csv,106,Item,Name,,深海秘典·星辰篇,Hải Vực Tiên Liệu: Thiên Ngự
Item_119154_Desc,bJxr,d道具_Item_A.csv,106,Item,Desc,,记载了深海中亘古流传的秘闻的神秘古籍。\n可从中选择1个「星辰篇」中的「深海」界域中的限定命轮免费获得。,"Là một cổ thư ghi chép lại những văn bản huyền bí được lưu truyền dưới đáy biển sâu.\nCó thể chọn miễn phí 1 Luân Mệnh giới hạn cõi Hải Vực thuộc ""Thiên Ngự""."
Item_119149_Name,bJxi,d道具_Item_A.csv,107,Item,Name,,混沌实验·星辰篇,Hỗn Mang Tiên Liệu
Item_119149_Desc,bJxh,d道具_Item_A.csv,107,Item,Desc,,记载了在混沌空间进行的绝密实验的神秘古籍。\n可从中选择1个「星辰篇」中的「混沌」界域中的限定命轮免费获得。,"Là một bí thư ghi chép về những thí nghiệm tuyệt mật được lưu lại trong không gian Hỗn Mang.\nCó thể chọn miễn phí 1 Luân Mệnh giới hạn cõi Hỗn Mang thuộc ""Thiên Ngự""."
Item_9553_Name,aFQx,d道具_Item_A.csv,108,Item,Name,,遗失的振响,Âm Vang Thất Lạc
Item_9553_Desc,aFQv,d道具_Item_A.csv,108,Item,Desc,,用于呼唤「环行·拉蒙娜」回头的道具，使用后可解锁「拉蒙娜」的本源形态。\n完成意识潜游「环行·拉蒙娜」普通模式后获取。\n\n你不会成为她新的梦魇，只因你不会离她而去。,"Dùng để gọi ""Ramona: Thời Quy"" quay lại. Sau khi sử dụng sẽ được hình thái Khởi Nguyên của Ramona.\nNhận được sau khi hoàn thành Viễn Chinh Huyễn Cảnh ""Một Bước Nữa Thôi"" ở chế độ thường.\nCô ấy sẽ không còn mơ thấy ác mộng về bạn nữa. Bởi vì giờ đây, ở bên cô ấy luôn có bạn."
Item_25218_Name,aCXp,d道具_Item_A.csv,109,Item,Name,,原初灵核,Đá Căn Nguyên
Item_25218_Desc,aCXn,d道具_Item_A.csv,109,Item,Desc,,它将改写世界的规则。不可直视，不可接触。\n产自弥萨格地底黑池的神秘灵核，能帮助唤醒体提升至难以想象的高度，唤醒体达到60级后可使用。,"Nó sẽ viết lại quy luật của thế giới. Tuyệt đối không được phép lại gần, kể cả nhìn trực tiếp.\nMột  lõi bí ẩn đến từ Hồ Đen ở dưới Mythag, với khả năng nâng cao cấp độ của Thể Thức Tỉnh tới mức cực hạn. Có thể sử dụng khi Thể Thức Tỉnh đạt cấp 60."
Item_25219_Name,aCXt,d道具_Item_A.csv,110,Item,Name,,灵核碎片,Mảnh Căn Nguyên
Item_25219_Desc,aCXr,d道具_Item_A.csv,110,Item,Desc,,它们散落在黑池中，渴望着神圣完整的伟大时刻。\n产自弥萨格地底的神秘碎片，能合成原初灵核。,"Chúng rơi rớt khắp nơi trong Hồ Đen, khao khát khoảnh khắc vĩ đại khi mà chúng được hoàn chỉnh.\nNhững mảnh vỡ huyền bí bên dưới lòng đất Mythag. Có thể dùng để Chế Tạo thành Căn Nguyên Thạch. "
Item_69985_Name,aFip,d道具_Item_A.csv,111,Item,Name,,精粹原初灵核,Căn Nguyên Tinh Luyện
Item_69985_Desc,aFin,d道具_Item_A.csv,111,Item,Desc,,穷极的门扉开启，带来更加接近原初的力量——无人不畏惧祂，无人不向往祂。\n产自弥萨格地底黑池的神秘灵核，受到门扉之后力量的精炼，更加接近原初的本质，能帮助唤醒体提升至难以想象的高度。,"Cánh Cổng mở ra. Mang nó đến gần hơn với sức mạnh nguyên thủy. Không ai sợ hãi Ngài, không ai không khao khát Ngài.\nMột lõi huyền bí từ Hồ Đên bên dưới Mythag, được tinh luyện bởi sức mạnh của Cánh Cửa. Với sức mạnh gần hơn với bản chất nguyên thủy này, nó sẽ giúp các Thể Thức Tỉnh cường hóa sức mạnh của bản thân tới cảnh giới tối thượng. "
Item_69986_Name,aFit,d道具_Item_A.csv,112,Item,Name,,精粹灵核碎片,Mảnh Tinh Nguyên
Item_69986_Desc,aFir,d道具_Item_A.csv,112,Item,Desc,,散落于黑池中的碎片，在穷极门扉的照耀中，等待着来自原初的力量诞临的时刻。\n产自弥萨格地底的神秘碎片，受到门扉之后力量的精炼，能合成精粹原初灵核。,"Những mảnh vụn rơi rớt bên trong Hồ Đen, chờ chực đến khoảnh khắc sức mạnh tuyệt đối ra đời đằng sau Cánh Cửa.\nLà mảnh vỡ của căn nguyên huyền bí dưới lòng đất Mythag sau khi được tinh luyện bởi sức mạnh đằng sau Cánh Cửa. Dùng để Chế Tạo Căn Nguyên Tinh Luyện."
Item_74093_Name,aFzx,d道具_Item_A.csv,113,Item,Name,,碎裂余梦,Mảnh Mộng Lưu
Item_74093_Desc,aFzv,d道具_Item_A.csv,113,Item,Desc,,遥远群星于闪烁时留下的破碎梦境。感知其中的灵性，便能窥见肉眼无法观测的未来。,"Những ngôi sao xa xôi vụt qua, để lại những giấc mơ vỡ vụn. Nhờ cảm nhận linh trí ở trong đó, ta có thể thấy được tương lai mắt thường không thể nhìn được. "
Item_74143_Name,aFzB,d道具_Item_A.csv,114,Item,Name,,群星余梦,Đá Mộng Lưu
Item_74143_Desc,aFzz,d道具_Item_A.csv,114,Item,Desc,,遥远群星于闪烁时留下的完整梦境。那些亘古的灵性，昭示着命定的未来——群星即将正位。,Một giấc mơ hoàn chỉnh để lại bởi những ngôi sao xa lấp lánh. Các linh hồn cổ xưa ở bên trong đã đưa ra lời tiên liệu bất thay đổi: Những vì sao chuẩn bị thẳng hàng. 
Item_36863_Name,aDaZ,d道具_Item_A.csv,116,Item,Name,,现实起点,Nguyên Điểm Thời Gian
Item_36863_Desc,aDaX,d道具_Item_A.csv,116,Item,Desc,,触摸它，然后投身一场新的冒险；\n拥抱它，然后沉入最荒诞的梦境。\n保存未提纯银芯的新装置，用于解锁特遣纪录和意识潜游。,"Một thiết bị đặc biệt được thiết kế từ vật liệu kỳ lạ, dùng để đặt lại toàn bộ nâng cấp của Thể Thức Tỉnh và Luân Mệnh.\n Nó sẽ rửa sạch những vết nhơ trong tâm trí, những vết sẹo trong tâm hồn, trả lại mọi thứ về điểm khởi đầu. \nDùng để mở chức năng đặt lại cho Thể Thức Tỉnh hoặc Luân Mệnh."
Item_44809_Name,aDiZ,d道具_Item_A.csv,117,Item,Name,,代理凭证,Ranh Giới Thực Tại
Item_44809_Desc,aDiX,d道具_Item_A.csv,117,Item,Desc,,外勤期间，可申请每日试训代理计划。\n出示代理凭证便可直接领取每日试训奖励。\n注意，请勿长期缺席试炼，以免遗忘战斗技巧。,"Chạm vào nó, ta bước lên một chuyến phiêu lưu kì thú. Ôm lấy nó, ta chìm vào những giấc mơ không tưởng. \nThiết bị dùng để bảo quản bạc thô sơ. Dùng để mở khóa các màn Thâm Nhập Tiềm Thức hoặc Nhiệm Vụ Đặc Biệt."
Item_9594_Name,aFTx,d道具_Item_A.csv,840,Item,Name,,千面印章,Dấu Ấn Vạn Diện
Item_9594_Desc,aFTv,d道具_Item_A.csv,840,Item,Desc,,符号、文字、记忆……它将篡改一切。\n用于转录密契。转录后密契会随机生成新的副属性。,"Bất kể là những biểu tượng, dòng chữ hay ký ức,… nó sẽ thay đổi tất cả. \nDùng cho việc nâng cấp Khế Ước và Hoàn Ký. Khế Ước khi được nâng cấp sẽ tăng thuộc tính chính. Khi Hoàn Ký sẽ nhận được ngẫu nhiên thuộc tính phụ với cấp độ khác nhau."
Item_34706_Name,aCYd,d道具_Item_A.csv,185,Item,Name,,灵魂回溯之芯,Lõi Thức Tỉnh
Item_34706_Desc,aCYb,d道具_Item_A.csv,185,Item,Desc,,与灵魂共鸣之物。用于唤醒特定唤醒体。\n或许是它的形状，或许是它的材质本身——这个冰冷之物能够穿透帷幕，将沉睡的精神拉入现实之中。\n使用时可从中选择1个「界域研习」、往期角色活动唤醒和当期角色活动唤醒中的唤醒体。,"Là một vật phẩm cộng hưởng với linh hồn.\n Có thể là nhờ hình dạng, cũng có thể là nhờ chất liệu mà chính vật thể lạnh lẽo này có thể phóng qua tấm màn đang ngủ say của Thể Thức Tỉnh, rồi kéo linh thức đó về với thực tại. \n Khi sử dụng, có thể chọn 1 Thể Thức Tỉnh bất kì thuộc ""Nghiên Cứu Giới Vực"", các sự kiện Thể Thức Tỉnh giới hạn cũ và sự kiện Thể Thức Tỉnh đang diễn ra."
Item_34699_Name,aCXB,d道具_Item_A.csv,186,Item,Name,,命途回溯之芯,Lõi Luân Mệnh
Item_34699_Desc,aCXz,d道具_Item_A.csv,186,Item,Desc,,可以窥见命运碎片的螺旋视窗。用于兑换命轮。\n黄金、稀土、银芯……与期望的命运相比，再昂贵的材料也变得微不足道。\n使用时可从中选择1个「轮转之相」、往期命轮活动唤醒和当期命轮活动唤醒中的SSR命轮。,"Một chiếc cửa sổ xoắn ốc mở ra những mảnh vụn của định mệnh.\n Vàng, Bạc, đất hiếm,... chúng bỗng trở nên chẳng có giá trị gì khi so với hoài bão của bánh xe định mệnh. \n Khi sử dụng, có thể chọn 1 Luân Mệnh SSR bất kì trong ""Luân Chuyển Dòng Mệnh"", các sự kiện Luân Mệnh SSR giới hạn cũ và sự kiện Luân Mệnh SSR đang diễn ra."
Item_67377_Name,aEWp,d道具_Item_A.csv,193,Item,Name,,无形者的礼券,Thẻ Quà Tặng Vô Dạng
