Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
Event_50292_ChoiceDesc2,axEM,s事件_Event_A.csv,308,Event,ChoiceDesc2,,【捕捉回忆】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Capture Memories] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_7170_ChoiceDesc1,azWf,s事件_Event_A.csv,311,Event,ChoiceDesc1,,【响应呼唤】删除1张指令卡，并回复 Arg1 点生命,[Answer the Call] Destroy a Command card and recover Arg1 HP
Event_7170_ChoiceDesc2,azWg,s事件_Event_A.csv,311,Event,ChoiceDesc2,,【我不是在逃亡】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[I'm Not Fleeing] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7180_ChoiceDesc1,azYv,s事件_Event_A.csv,314,Event,ChoiceDesc1,,【是坚定的决心】删除1张指令卡，并回复 Arg1 点生命,[Steadfast Determination] Destroy a Command card and recover Arg1 HP
Event_7180_ChoiceDesc2,azYw,s事件_Event_A.csv,314,Event,ChoiceDesc2,,【是对成功的渴望】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Desire for Success] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7291_ChoiceDesc1,aAxr,s事件_Event_A.csv,317,Event,ChoiceDesc1,,【陷入狂喜】删除1张指令卡，并回复 Arg1 点生命,[Ecstasy] Destroy a Command card and recover Arg1 HP
Event_7291_ChoiceDesc2,aAxs,s事件_Event_A.csv,317,Event,ChoiceDesc2,,【停下脚步】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Stop] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_74165_ChoiceDesc1,aBfn,s事件_Event_A.csv,320,Event,ChoiceDesc1,,【指示方向】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Indicate Direction] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_74165_ChoiceDesc2,aBfo,s事件_Event_A.csv,320,Event,ChoiceDesc2,,【一同祷告】获得3选1刻印,[Pray Together] Engrave 1 out of 3 Orisons
Event_7100_ChoiceDesc1,azFX,s事件_Event_A.csv,323,Event,ChoiceDesc1,,【收下耳朵】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Accept Ear] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7100_ChoiceDesc2,azFY,s事件_Event_A.csv,323,Event,ChoiceDesc2,,【拒绝请求】获得3选1刻印,[Reject Request] Engrave 1 out of 3 Orisons
Event_7577_ChoiceDesc1,aBYz,s事件_Event_A.csv,326,Event,ChoiceDesc1,,【弹几个音】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Play a Few Notes] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7577_ChoiceDesc2,aBYA,s事件_Event_A.csv,326,Event,ChoiceDesc2,,【将盖子盖上】获得3选1刻印,[Put the Lid On] Engrave 1 out of 3 Orisons
Event_59580_ChoiceDesc1,axSD,s事件_Event_A.csv,329,Event,ChoiceDesc1,,【打乱节奏】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Disrupt Rhythm] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_59580_ChoiceDesc2,axSE,s事件_Event_A.csv,329,Event,ChoiceDesc2,,【保持自我】获得3选1刻印,[Self-Preservation] Engrave 1 out of 3 Orisons
Event_6828_ChoiceDesc1,ayub,s事件_Event_A.csv,332,Event,ChoiceDesc1,,【侧耳聆听】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Listen Closely] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_6828_ChoiceDesc2,ayuc,s事件_Event_A.csv,332,Event,ChoiceDesc2,,【堵住耳朵】获得3选1刻印,[Plug Ears] Engrave 1 out of 3 Orisons
Event_7123_ChoiceDesc1,azLn,s事件_Event_A.csv,335,Event,ChoiceDesc1,,【辨认歌词】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Recognize Lyrics] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7123_ChoiceDesc2,azLo,s事件_Event_A.csv,335,Event,ChoiceDesc2,,【轻轻哼唱】获得3选1刻印,[Hum Softly] Engrave 1 out of 3 Orisons
Event_50277_ChoiceDesc1,axBn,s事件_Event_A.csv,338,Event,ChoiceDesc1,,【凝视】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Stare] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_50277_ChoiceDesc2,axBo,s事件_Event_A.csv,338,Event,ChoiceDesc2,,【无视】获得3选1刻印,[Ignore] Engrave 1 out of 3 Orisons
Event_7086_ChoiceDesc1,azCz,s事件_Event_A.csv,341,Event,ChoiceDesc1,,【抵抗幻觉】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Resist Phantasm] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7086_ChoiceDesc2,azCA,s事件_Event_A.csv,341,Event,ChoiceDesc2,,【汲取狂气】随机觉醒2名唤醒体，感染两次「(Skill.Arg1)」,"[Extract Aliemus] Rouse 2 random Awakeners, but develop ""(Skill.Arg1)"" twice."
Event_59595_ChoiceDesc1,axWb,s事件_Event_A.csv,344,Event,ChoiceDesc1,,【应答】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Answer] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_59595_ChoiceDesc2,axWc,s事件_Event_A.csv,344,Event,ChoiceDesc2,,【沉默】随机觉醒2名唤醒体，感染两次「(Skill.Arg1)」,"[Silence] Rouse 2 random Awakeners, but develop ""(Skill.Arg1)"" twice."
Event_7374_ChoiceDesc1,aAQz,s事件_Event_A.csv,347,Event,ChoiceDesc1,,【直视眼睛】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Eye Contact] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7374_ChoiceDesc2,aAQA,s事件_Event_A.csv,347,Event,ChoiceDesc2,,【闭上双眼】随机觉醒2名唤醒体，感染两次「(Skill.Arg1)」,"[Close Your Eyes] Rouse 2 random Awakeners, but develop ""(Skill.Arg1)"" twice."
Event_7374_ChoiceDesc3,aAQB,s事件_Event_A.csv,347,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7550_ChoiceDesc1,aBSn,s事件_Event_A.csv,350,Event,ChoiceDesc1,,【回应目光】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Return the Gaze] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7550_ChoiceDesc2,aBSo,s事件_Event_A.csv,350,Event,ChoiceDesc2,,【躲开目光】 随机觉醒2名唤醒体，感染两次「(Skill.Arg1)」,"[Avoid the gaze] Rouse 2 random Awakeners, but develop ""(Skill.Arg1)"" twice."
Event_7550_ChoiceDesc3,aBSp,s事件_Event_A.csv,350,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_59574_ChoiceDesc1,axRj,s事件_Event_A.csv,353,Event,ChoiceDesc1,,【直视】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Peer] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_59574_ChoiceDesc2,axRk,s事件_Event_A.csv,353,Event,ChoiceDesc2,,【逃避】 随机觉醒2名唤醒体，感染两次「(Skill.Arg1)」,"[Evade] Rouse 2 random Awakeners, but develop ""(Skill.Arg1)"" twice."
Event_59574_ChoiceDesc3,axRl,s事件_Event_A.csv,353,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7536_ChoiceDesc1,aBPb,s事件_Event_A.csv,356,Event,ChoiceDesc1,,【直视眼睛】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Eye Contact] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7536_ChoiceDesc2,aBPc,s事件_Event_A.csv,356,Event,ChoiceDesc2,,【放弃抵抗】随机觉醒2名唤醒体，感染两次「(Skill.Arg1)」,"[Stop Resisting] Rouse 2 random Awakeners, but develop ""(Skill.Arg1)"" twice."
Event_7536_ChoiceDesc3,aBPd,s事件_Event_A.csv,356,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_91499_ChoiceDesc1,byRj,s事件_Event_A.csv,359,Event,ChoiceDesc1,,【凝视群星】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Gaze at the Stars] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_91499_ChoiceDesc2,byRk,s事件_Event_A.csv,359,Event,ChoiceDesc2,,【闭上眼睛】随机觉醒2名唤醒体，感染两次「(Skill.Arg1)」,"[Close Your Eyes] Rouse 2 random Awakeners, but develop ""(Skill.Arg1)"" twice."
Event_91499_ChoiceDesc3,byRl,s事件_Event_A.csv,359,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7026_ChoiceDesc1,azoH,s事件_Event_A.csv,362,Event,ChoiceDesc1,,【主人】获得诅咒造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Master] Acquire the Cursed Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7026_ChoiceDesc2,azoI,s事件_Event_A.csv,362,Event,ChoiceDesc2,,【带走它】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Take It] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_7026_ChoiceDesc3,azoJ,s事件_Event_A.csv,362,Event,ChoiceDesc3,,【拆开它】获得50黑印,[Disassemble It] Acquire 50 Black Sigils
Event_59570_ChoiceDesc1,axQn,s事件_Event_A.csv,366,Event,ChoiceDesc1,,【以牺牲】获得诅咒造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Sacrifice] Acquire the Cursed Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_59570_ChoiceDesc2,axQo,s事件_Event_A.csv,366,Event,ChoiceDesc2,,【以勇敢】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Bravery] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_59570_ChoiceDesc3,axQp,s事件_Event_A.csv,366,Event,ChoiceDesc3,,【以直视】获得50黑印,[Stare Directly] Acquire 50 Black Sigils
Event_7135_ChoiceDesc1,azOb,s事件_Event_A.csv,370,Event,ChoiceDesc1,,【主动迎战】获得诅咒造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Face It] Acquire the Cursed Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7135_ChoiceDesc2,azOc,s事件_Event_A.csv,370,Event,ChoiceDesc2,,【放弃抵抗】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Surrender] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_7135_ChoiceDesc3,azOd,s事件_Event_A.csv,370,Event,ChoiceDesc3,,【赶紧开溜】获得50黑印,[Run Away] Acquire 50 Black Sigils
Event_7404_ChoiceDesc1,aAXv,s事件_Event_A.csv,374,Event,ChoiceDesc1,,【放过她】获得诅咒造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Spare Her] Acquire the Cursed Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7404_ChoiceDesc2,aAXw,s事件_Event_A.csv,374,Event,ChoiceDesc2,,【帮助她】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Help Her] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_7404_ChoiceDesc3,aAXx,s事件_Event_A.csv,374,Event,ChoiceDesc3,,【我要走自己的路】获得50黑印,[I Will Walk My Own Path] Acquire 50 Black Sigils
Event_7591_ChoiceDesc1,aCbL,s事件_Event_A.csv,378,Event,ChoiceDesc1,,【掐住歌者的喉咙】获得诅咒造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Strangle the Singer] Acquire the Cursed Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7591_ChoiceDesc2,aCbM,s事件_Event_A.csv,378,Event,ChoiceDesc2,,【绊倒舞者的步伐】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Trip the Dancer] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_7591_ChoiceDesc3,aCbN,s事件_Event_A.csv,378,Event,ChoiceDesc3,,【夺走诗人的稿纸】获得50黑印,[Steal the Poet's Manuscript] Acquire 50 Black Sigils
Event_50276_ChoiceDesc1,axBb,s事件_Event_A.csv,382,Event,ChoiceDesc1,,【消灭祭品】获得诅咒造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Destroy Offering] Acquire the Cursed Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_50276_ChoiceDesc2,axBc,s事件_Event_A.csv,382,Event,ChoiceDesc2,,【解开绳索】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Untie the Rope] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_50276_ChoiceDesc3,axBd,s事件_Event_A.csv,382,Event,ChoiceDesc3,,【继续前进】获得50黑印,[Keep Going] Acquire 50 Black Sigils
Event_7425_ChoiceDesc1,aBoL,s事件_Event_A.csv,387,Event,ChoiceDesc1,,【离开】获得3选1刻印,[Leave] Engrave 1 out of 3 Orisons
Event_7304_ChoiceDesc1,aAAr,s事件_Event_A.csv,388,Event,ChoiceDesc1,,【离开】获得25黑印,[Leave] Acquire 25 Black Sigils
Event_7321_ChoiceDesc1,aAEn,s事件_Event_A.csv,390,Event,ChoiceDesc1,,【离开】获得白银造物3选1，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Silver Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_7322_ChoiceDesc1,aAEz,s事件_Event_A.csv,391,Event,ChoiceDesc1,,【离开】选择觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Leave] Rouse an Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_7028_ChoiceDesc1,azpf,s事件_Event_A.csv,393,Event,ChoiceDesc1,,【离开】获得3选1刻印,[Leave] Engrave 1 out of 3 Orisons
Event_7062_ChoiceDesc1,azwX,s事件_Event_A.csv,394,Event,ChoiceDesc1,,【离开】获得3选1白银造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Silver Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_7259_ChoiceDesc1,aApX,s事件_Event_A.csv,396,Event,ChoiceDesc1,,【离开】获得造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_7514_ChoiceDesc1,aBJX,s事件_Event_A.csv,397,Event,ChoiceDesc1,,【离开】删除2张卡牌,[Leave] Destroy any 2 Cards
Event_80481_ChoiceDesc2,bsmz,s事件_Event_A.csv,399,Event,ChoiceDesc2,,【拒绝回答】,[Refuse to Answer]
Event_80467_ChoiceDesc1,bsjm,s事件_Event_A.csv,400,Event,ChoiceDesc1,,【离开】获得3选1刻印,[Leave] Engrave 1 out of 3 Orisons
Event_80468_ChoiceDesc1,bsjy,s事件_Event_A.csv,401,Event,ChoiceDesc1,,【离开】获得25黑印,[Leave] Acquire 25 Black Sigils
Event_80463_ChoiceDesc1,bsiq,s事件_Event_A.csv,403,Event,ChoiceDesc1,,【离开】获得白银造物3选1，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Silver Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_80465_ChoiceDesc1,bsiO,s事件_Event_A.csv,404,Event,ChoiceDesc1,,【离开】选择觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Leave] Rouse an Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_80472_ChoiceDesc1,bsku,s事件_Event_A.csv,405,Event,ChoiceDesc1,,【回忆过去】,[Recall the Past]
Event_80472_ChoiceDesc2,bskv,s事件_Event_A.csv,405,Event,ChoiceDesc2,,【拔掉虫鳞】,[Pull out the Scales]
Event_80475_ChoiceDesc1,bsle,s事件_Event_A.csv,406,Event,ChoiceDesc1,,【离开】获得3选1刻印,[Leave] Engrave 1 out of 3 Orisons
Event_80476_ChoiceDesc1,bslq,s事件_Event_A.csv,407,Event,ChoiceDesc1,,【离开】获得3选1白银造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Silver Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_80477_ChoiceDesc1,bslC,s事件_Event_A.csv,409,Event,ChoiceDesc1,,【离开】获得造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_80473_ChoiceDesc1,bskG,s事件_Event_A.csv,410,Event,ChoiceDesc1,,【离开】删除2张卡牌,[Leave] Destroy any 2 Cards
Event_7187_ChoiceDesc1,aAab,s事件_Event_A.csv,412,Event,ChoiceDesc1,,【打开礼物】获得特殊卡牌,"[Open Gift] Receive an ""Innocent Return Gift"""
Event_7139_ChoiceDesc1,azOX,s事件_Event_A.csv,421,Event,ChoiceDesc1,,【消灭它】获得「畸变之心」,"[Destroy It] Obtain a ""Mutated Heart"""
Event_7022_ChoiceDesc1,aznL,s事件_Event_A.csv,423,Event,ChoiceDesc1,,【拾起酒杯】获得特殊卡牌,"[Raise the Goblet] Obtain ""Honey Mead"""
Event_49098_Name,axnd,s事件_Event_A.csv,433,Event,Name,,孕育之母,Nourishing Mother
Event_49098_ChoiceDesc1,axmX,s事件_Event_A.csv,433,Event,ChoiceDesc1,,【一饮而尽】选择 [ExDesc3][ExDesc4] 张指令卡，使其获得高级刻印：「(EnchantConfig.Arg1)」[ExDesc1][ExDesc2],"[Bottoms Up] Engrave [ExDesc3][ExDesc4] Command card(s) with the special Orison ""(EnchantConfig.Arg1)"". [ExDesc1][ExDesc2]"
Event_49097_Name,axmR,s事件_Event_A.csv,434,Event,Name,,孕育之母,Nourishing Mother
Event_6822_ChoiceDesc1,aysH,s事件_Event_A.csv,436,Event,ChoiceDesc1,,【扔掉信纸】删除1张卡牌,[Discard the Letter] Destroy a Card
Event_6822_ChoiceDesc2,aysI,s事件_Event_A.csv,436,Event,ChoiceDesc2,,【贴身放好】获得「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Keep Close] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_91479_ChoiceDesc1,byPP,s事件_Event_A.csv,439,Event,ChoiceDesc1,,【投于炉火】删除1张卡牌,[Throw into the Flames] Destroy a Card
Event_91479_ChoiceDesc2,byPQ,s事件_Event_A.csv,439,Event,ChoiceDesc2,,【尝试解读】获得「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Attempt Interpretation] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_7373_ChoiceDesc1,aAQn,s事件_Event_A.csv,442,Event,ChoiceDesc1,,【随便看看】删除1张卡牌,[Just Take a Look] Destroy a Card
Event_7373_ChoiceDesc2,aAQo,s事件_Event_A.csv,442,Event,ChoiceDesc2,,【仔细看看】获得「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Take a closer look] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_7409_ChoiceDesc1,aAZb,s事件_Event_A.csv,445,Event,ChoiceDesc1,,【把纸抽出来】删除1张卡牌,[Pull out the paper] Destroy a Card
Event_7409_ChoiceDesc2,aAZc,s事件_Event_A.csv,445,Event,ChoiceDesc2,,【现在不是时候】获得「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Not the right time] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_36749_ChoiceDesc1,awSv,s事件_Event_A.csv,448,Event,ChoiceDesc1,,【那是泪水】删除1张卡牌,[Tears of Sorrow] Destroy a Card
Event_36749_ChoiceDesc2,awSw,s事件_Event_A.csv,448,Event,ChoiceDesc2,,【那是鲜血】获得「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[That's Blood] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_50295_ChoiceDesc1,axFv,s事件_Event_A.csv,451,Event,ChoiceDesc1,,【阅读】删除1张卡牌,[Read] Destroy a Card
Event_50295_ChoiceDesc2,axFw,s事件_Event_A.csv,451,Event,ChoiceDesc2,,【收起】获得「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Put Away] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_7050_ChoiceDesc2,azuk,s事件_Event_A.csv,454,Event,ChoiceDesc2,,【迎上前】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Step Forward] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_6834_ChoiceDesc2,ayvw,s事件_Event_A.csv,457,Event,ChoiceDesc2,,【抓住影子】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Catch a Shadow] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_59578_ChoiceDesc2,axSg,s事件_Event_A.csv,460,Event,ChoiceDesc2,,【尝试填充】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Attempt Infusion] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_7151_ChoiceDesc2,azRM,s事件_Event_A.csv,463,Event,ChoiceDesc2,,【我在回避】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[I Am Avoiding] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_7565_ChoiceDesc2,aBVM,s事件_Event_A.csv,466,Event,ChoiceDesc2,,【努力回忆】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Recall] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_7398_ChoiceDesc1,aAWb,s事件_Event_A.csv,469,Event,ChoiceDesc1,,【加点燃料】获得3选1刻印,[Fuel Up] Engrave 1 out of 3 Orisons
Event_7398_ChoiceDesc2,aAWc,s事件_Event_A.csv,469,Event,ChoiceDesc2,,【熄灭它】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Extinguish It] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_74153_ChoiceDesc1,aBcn,s事件_Event_A.csv,472,Event,ChoiceDesc1,,【闪避】获得3选1刻印,[Dodge] Engrave 1 out of 3 Orisons
Event_74153_ChoiceDesc2,aBco,s事件_Event_A.csv,472,Event,ChoiceDesc2,,【阻止】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Stop] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_6830_ChoiceDesc1,ayuz,s事件_Event_A.csv,475,Event,ChoiceDesc1,,【推开左侧的门】获得3选1刻印,[Push Left Door] Engrave 1 out of 3 Orisons
Event_6830_ChoiceDesc2,ayuA,s事件_Event_A.csv,475,Event,ChoiceDesc2,,【推开右侧的门】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Push the Right Door] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_7434_ChoiceDesc1,aBrz,s事件_Event_A.csv,478,Event,ChoiceDesc1,,【继续偷听】获得3选1刻印,[Keep Eavesdropping] Engrave 1 out of 3 Orisons
Event_7434_ChoiceDesc2,aBrA,s事件_Event_A.csv,478,Event,ChoiceDesc2,,【大声咳嗽】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Cough Loudly] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_49945_ChoiceDesc1,axtv,s事件_Event_A.csv,481,Event,ChoiceDesc1,,【看向拉蒙娜】获得3选1刻印,[Look at Ramona] Engrave 1 out of 3 Orisons
Event_49945_ChoiceDesc2,axtw,s事件_Event_A.csv,481,Event,ChoiceDesc2,,【看向莱克】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Look at Ryker] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_7216_ChoiceDesc1,aAgz,s事件_Event_A.csv,484,Event,ChoiceDesc1,,【握住银钥】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Hold Silver Key] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_7216_ChoiceDesc2,aAgA,s事件_Event_A.csv,484,Event,ChoiceDesc2,,【闭上双眼】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Close Your Eyes] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_7068_ChoiceDesc1,azyr,s事件_Event_A.csv,487,Event,ChoiceDesc1,,【公主的侍卫】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Princess's Guard] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_7068_ChoiceDesc2,azys,s事件_Event_A.csv,487,Event,ChoiceDesc2,,【沉思者】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Thinker] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_50030_ChoiceDesc1,axwv,s事件_Event_A.csv,490,Event,ChoiceDesc1,,【寻求救援】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Seek Rescue] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
